gene	ensg	P_withShet	beta_withShet	betaSE_withShet	P_pearson	R_pearson	R_pearson_CIlower	R_pearson_CIupper
RPAP3	ENSG00000005175	0.00439295926393322	-0.027366280123177	0.00960530885638932	0.00614554316510099	-0.0264614717071489	-0.0453691363655025	-0.00753485487304387
ACSM3	ENSG00000005187	0.431825304339481	-0.00755371642918626	0.00960908322538358	0.383452166298833	-0.00841898481187544	-0.0273459006487033	0.0105139652102826
REXO5	ENSG00000005189	0.664321812495993	-0.00416998729168001	0.00960901674975443	0.710114670083311	-0.00359060074576203	-0.0225203442174922	0.0153417163861937
SPPL2B	ENSG00000005206	0.302858577392115	0.00989996929815387	0.00960814881727969	0.289525104042854	0.0102306939692334	-0.00870138247546445	0.0291554386440336
FAM214B	ENSG00000005238	0.101888710046842	0.0157183666531838	0.00960835789482081	0.130048970887552	0.0146234555709971	-0.00430901162276587	0.0335454431129662
COPZ2	ENSG00000005243	0.390785488262905	-0.0082465246458384	0.00960877497068743	0.334348949173123	-0.00932496285417331	-0.0282503671915016	0.0096071242842244
PRKAR2B	ENSG00000005249	0.497556951825335	-0.00652019894288468	0.00961168309413986	0.681103567912388	-0.0039698025253991	-0.0228993558446723	0.0149625962490793
MSL3	ENSG00000005302	0.204261586403915	0.0122007586772755	0.00961006919011241	0.289741871861759	0.0102265741381817	-0.00870638572039432	0.0291522044949463
CREBBP	ENSG00000005339	0.373476981681702	0.00855235306487522	0.00960920681997963	0.353388029724588	0.0089645892389397	-0.00996837678941912	0.0278911300888268
TSPOAP1	ENSG00000005379	0.0137472790988461	0.0236719585342845	0.00960632104632015	0.0133644174969274	0.0238943392013509	0.00496531097701633	0.0428062500659428
MPO	ENSG00000005381	0.267015698148456	0.0106690435223183	0.00961158542058208	0.169247032152506	0.0132782036182799	-0.00565449205432205	0.0322013833340047
PON1	ENSG00000005421	0.700601210545041	0.00369501884490462	0.00960944918906125	0.595230249887979	0.00513177241084012	-0.01379995944527	0.0240598263228059
GCFC2	ENSG00000005436	0.354997670059999	0.00888845101618899	0.00960935459700019	0.428133734332888	0.0076543045839019	-0.011278604034748	0.0265817270232809
WDR54	ENSG00000005448	0.882550291579395	-0.00141978261026511	0.00960997105567198	0.994890952538797	0.0000618552203966228	-0.0188694411598753	0.0189931072636946
CROT	ENSG00000005469	0.906709619921327	-0.00112623378397855	0.00961010931313575	0.965376997903665	0.000419309325556439	-0.0185121119088872	0.0193504300048762
KMT2E	ENSG00000005483	0.621780658288686	0.00474022918510323	0.00960839262260293	0.61022180810641	0.00492418053389931	-0.0140083996274862	0.0238532311957317
RHBDD2	ENSG00000005486	0.17762046175315	-0.0129542547865861	0.00960850917581822	0.154465461500824	-0.0137544413755379	-0.0326772068711661	0.0051781812506209
SOX8	ENSG00000005513	0.0616975525698082	0.0179563700564575	0.00960922851617446	0.0391515592053728	0.0199224804763954	0.00099158017454231	0.0388391062831794
IBTK	ENSG00000005700	0.367055401707446	-0.00866775355864221	0.00960904689662267	0.321676698355307	-0.00957293678842307	-0.0284990462505371	0.00936003379496241
ZNF195	ENSG00000005801	0.170469794872627	-0.0131712115400676	0.00960849711546978	0.201867372935059	-0.0123279982035324	-0.0312519787535578	0.00660481754412146
MYCBP2	ENSG00000005810	0.835461896872028	0.00199645213560562	0.00961187911452147	0.949913068598049	-0.000606796928683225	-0.0195378467730498	0.0183246878592438
FBXL3	ENSG00000005812	0.278509912494652	-0.0104140635643544	0.00960948320309093	0.351586561854175	-0.00899819040213991	-0.0279247077902533	0.00993477624347208
ITGAL	ENSG00000005844	0.87377916790668	0.0015265138646083	0.00960894660168284	0.94131755519378	0.000711104943830845	-0.0182204146258185	0.0196421148034619
PDK2	ENSG00000005882	0.0464044353323345	0.0191380229188267	0.00960779476471995	0.035588847838848	0.0202991385664165	0.00136839013890112	0.0392153428429794
ITGA3	ENSG00000005884	0.016991509278679	0.0229333711095425	0.00960654843062046	0.0200087983492961	0.0224679031888472	0.0035381338358644	0.0413815759836536
ZFX	ENSG00000005889	0.339126519451782	0.0091848742037744	0.00960825994138607	0.318237460644215	0.00964076070005148	-0.00929132623722508	0.0285659385588521
LAMP2	ENSG00000005893	0.647534778132461	-0.00439390319832253	0.00961040963065036	0.789379935813429	-0.00258031372025644	-0.0215105372442421	0.0163517593249233
ITGA2B	ENSG00000005961	0.026823504627425	-0.0212903105767677	0.00961456269325138	0.076070887243872	-0.0171349877529112	-0.0360545663989555	0.00179686941263321
GDE1	ENSG00000006007	0.397886014254224	0.00812422971670802	0.00960950836759534	0.325526792095975	0.00949706989445414	-0.00943590088578578	0.0284232339189453
OSBPL7	ENSG00000006025	0.125008686981864	-0.0147408800591139	0.00960815380708751	0.111271621922284	-0.0153825456217171	-0.0343038302466686	0.00354976239300621
TMEM98	ENSG00000006042	0.436388091171385	-0.00748111090653311	0.00961167164932055	0.608595437224459	-0.00494661567063818	-0.02387565410158	0.0139859683398805
YBX2	ENSG00000006047	0.40377989384929	0.008025018031594	0.00961169081868493	0.274108074788022	0.0105642859970361	-0.00836866198102071	0.029489662484506
MAP3K14	ENSG00000006062	0.214776918173812	-0.0119221225960595	0.00960988554215185	0.309281466848017	-0.00982084370670716	-0.028745890727688	0.00911124142508656
AP2B1	ENSG00000006125	0.239851784649398	0.0112952654422151	0.00960953536862874	0.314886949609281	0.00970818913703674	-0.00922478055473336	0.0286342007875276
TAC1	ENSG00000006128	0.682352328117772	0.00393244215309714	0.00960851385634366	0.697331716688438	0.00375679457195513	-0.0151746758533455	0.0226855724675985
ZNF263	ENSG00000006194	0.865174343293481	-0.00163171884398844	0.00960991867815567	0.750124693677554	-0.00307643515410163	-0.0220064277655047	0.0158557625829852
CX3CL1	ENSG00000006210	0.327652641611464	-0.0822236840984879	0.0836954413726677	0.357495659335445	-0.0789237782406554	-0.242826092277529	0.0893595815337831
SPATA20	ENSG00000006282	0.0674427197151823	-0.0175765414831957	0.00961045659724746	0.119825590465391	-0.0150252155674062	-0.0339468337943165	0.00390717009755476
TNFRSF12A	ENSG00000006327	0.549282523543966	-0.00575431284345744	0.00960886512030515	0.557860006467131	-0.00566089051358931	-0.0245895295902454	0.0132718060818042
DLX6	ENSG00000006377	0.0811848606181591	0.0235147718511961	0.0134818846411761	0.0804226830355441	0.0236723875630084	-0.00286741341193299	0.0501788639216671
MAP3K9	ENSG00000006432	0.685272212078953	0.00389442196396864	0.00960896862241083	0.703137195649047	0.00368127683983546	-0.0152510603099892	0.0226109753366302
RALA	ENSG00000006451	0.11638625624752	-0.0150865731340859	0.00960774631170602	0.109819471525923	-0.0154453394696332	-0.0343665649716732	0.00348695439987788
BAIAP2L1	ENSG00000006453	0.810552797936153	-0.00230354228534832	0.00960934940711536	0.880506657834341	-0.00145214566599974	-0.0203828596056519	0.0174796091495657
KDM7A	ENSG00000006459	0.455534456782784	-0.00717380519946219	0.00961317507309795	0.287322763568119	-0.0102780096704051	-0.0292036016398556	0.00865494865751971
ETV1	ENSG00000006468	0.94030078988841	0.000719886726229521	0.00961212982830764	0.730172791560545	0.00333165541157438	-0.0156006028413654	0.0222615256060833
AGK	ENSG00000006530	0.374451620445715	-0.00853509373380183	0.00960939770434547	0.451777165598695	-0.00726856394160234	-0.0261962335408165	0.0116643153894515
TTC22	ENSG00000006555	0.00280837579950245	0.0287127159512243	0.00960721512652891	0.00607315188713945	0.0265002859009684	0.00757281077614915	0.0454087793188969
PHTF2	ENSG00000006576	0.233706061800991	0.0114512495732058	0.00961535581476781	0.435728190937637	0.00752909605949957	-0.0114038036702112	0.026456599342181
CCL26	ENSG00000006606	0.433639616764849	0.00752363569262568	0.00960862988309622	0.385954893737825	0.00837438566653877	-0.0105576792854592	0.0273004489544352
FARP2	ENSG00000006607	0.166480312287847	-0.0133041545087188	0.00961493882572719	0.328140391667806	-0.00944590043579328	-0.0283721011376719	0.00948707035413497
GGCT	ENSG00000006625	0.037252736718084	-0.0200148527377278	0.00960754648722884	0.0301178890547548	-0.0209455907610856	-0.0398610590701189	-0.00201511552405098
DBF4	ENSG00000006634	0.887790306449745	0.00135587213175569	0.00960901573149037	0.893675010783446	0.00129110066709629	-0.0176406047919478	0.0202218806844227
TBXA2R	ENSG00000006638	0.401201702182445	-0.00806845721143814	0.00961090836886457	0.543365711188887	-0.00587058480559908	-0.0247991029757347	0.0130621411742815
IFRD1	ENSG00000006652	0.624704550587412	-0.00470164303551201	0.00961072647744044	0.488195828188155	-0.0066959999159504	-0.0256240260009523	0.012236825554883
COX10	ENSG00000006695	0.649953682820656	-0.00436234996280071	0.00961210261397558	0.468808060912624	-0.00699775120845236	-0.0259255909650459	0.0119351041947497
GTF2IRD1	ENSG00000006704	0.175563496741294	-0.0130274303345605	0.00961695390103432	0.0718721802691558	-0.0173858353511694	-0.0363051602994781	0.00154594776011124
PAF1	ENSG00000006712	0.469250645680386	0.00695640156258588	0.00961194618180521	0.312027576186912	0.00976526540046717	-0.00916682041956489	0.0286903529322813
VPS41	ENSG00000006715	0.683217203798457	0.00392174847272207	0.00961005523936945	0.570536955536369	0.00547965334487639	-0.0134530165124735	0.0244083955797179
ELAC2	ENSG00000006744	0.049401600104866	-0.0188808887868121	0.00960697121479715	0.0574345452463961	-0.0183513408461949	-0.037268784981429	0.000579251623605433
SCIN	ENSG00000006747	0.0225551740493904	-0.021918487372688	0.00960824561038455	0.0402459485415147	-0.0198117097344766	-0.0387275764508051	-0.000881649152277811
ARSD	ENSG00000006756	0.394136984292425	0.00818876094190535	0.00960926777734016	0.316131179199244	0.00968281018963047	-0.00924927643596253	0.0286079576074986
PNPLA4	ENSG00000006757	0.632292277405532	-0.00459913205671201	0.00961122648319203	0.478029504715883	-0.00685339501932618	-0.0257813243442395	0.0120794464945422
ADIPOR2	ENSG00000006831	0.798908416975332	-0.00244901287282617	0.00961277811715286	0.963859212527627	0.000437703110848308	-0.0184937244174783	0.0193688168996451
CDKL3	ENSG00000006837	0.352469985148753	0.00893427211474663	0.00960829967167811	0.382400130042151	0.00843722717059048	-0.0104948403043305	0.0273632479512271
UPP2	ENSG00000007001	0.0433085404938637	0.0194160705117842	0.00960734191066121	0.0332835241723499	0.0205594211387109	0.00162966416164822	0.0394744490055236
PRSS21	ENSG00000007038	0.191051846761659	-0.0125633697298561	0.00960828091860992	0.184618722840327	-0.0128149745443865	-0.0317385489360616	0.00611778393742362
PROM1	ENSG00000007062	0.792231025976497	-0.00253207857782581	0.00961228137907445	0.97235335260019	0.000334766957389974	-0.0185957421277479	0.0192650361085736
CCDC124	ENSG00000007080	0.0107578997698233	-0.0245046187333754	0.0096062161874664	0.0127638803538912	-0.0240525241395123	-0.0429642348771075	-0.00512358285280521
CEACAM21	ENSG00000007129	0.675869190788736	-0.00401779318979619	0.00960923175421771	0.618335442427289	-0.00481264883880139	-0.0237417600213227	0.0141199119045654
PAFAH1B1	ENSG00000007168	0.000432646950773255	-0.0338112887343065	0.00960432296088078	0.000805941206089486	-0.0323594634776036	-0.0512593359912242	-0.0134364204235536
KIAA0100	ENSG00000007202	0.732096976826934	0.00329025609445481	0.00961089887957146	0.580054757815485	0.00534484114959912	-0.0135878080122419	0.0242736593119763
SLC13A2	ENSG00000007216	0.0000196782979877574	-0.216695815947506	0.0501251969761886	0.0000273526816548384	-0.212567191444595	-0.306250454717708	-0.1148060408099
GAS7	ENSG00000007237	0.901260717205189	-0.00119229118282906	0.00960968365346882	0.987849381836707	0.000147112173559583	-0.0187842144250617	0.0190783333241937
TRAPPC6A	ENSG00000007255	0.936896800351538	-0.000760792939352382	0.00960929341726578	0.996829011726722	0.0000383909830728025	-0.0188928970322915	0.0189696514803068
MATK	ENSG00000007264	0.614093311214249	-0.00485078989432347	0.00961973632812279	0.31459027187486	-0.00971414240363174	-0.0286401497329469	0.00921882723297571
CD79B	ENSG00000007312	0.187779542439657	0.012659021337825	0.00961011354674996	0.269132526424234	0.0106745104936186	-0.00825843267187415	0.0295998031878365
ST7L	ENSG00000007341	0.430008000684218	0.00758511223398389	0.00961104520664206	0.309564284304568	0.00981556268655615	-0.00911740580409721	0.0287414961940368
TKTL1	ENSG00000007350	0.147464269512576	-0.0139249389960223	0.00961234756254327	0.261872822677665	-0.0108378757242335	-0.0297630433820113	0.00809505946214773
PAX6	ENSG00000007372	0.81943480749074	-0.00219446297070925	0.00961313395932559	0.933401885911522	0.000807236033466031	-0.0181243152266331	0.0197382086782189
RPUSD1	ENSG00000007376	0.754983369110155	0.00299891616893984	0.00960934844093784	0.826807677581027	0.0021135653655933	-0.0168183818638611	0.0210439976271315
LUC7L	ENSG00000007392	0.707591534856583	-0.00360442513544347	0.00960916949586794	0.762106624853692	-0.00292420192112434	-0.0218542663778542	0.0160079585455412
CACNA2D2	ENSG00000007402	0.599608606880159	0.0050448612462392	0.00960964276515048	0.513580759191356	0.00631049493878724	-0.0126222872759223	0.0252387540572916
BAIAP3	ENSG00000007516	0.865886063929333	0.00162412465466855	0.00961644339246045	0.557906223796658	0.00566022617040936	-0.0132724703292441	0.0245888656274717
TSR3	ENSG00000007520	0.242471192425966	0.0112314687381787	0.00960860549867072	0.213627065525875	0.012013160812104	-0.0069196871780851	0.0309373991755399
PIGQ	ENSG00000007541	0.12979020274766	0.0145566566929456	0.00960806135099724	0.122920516714898	0.0149008569799489	-0.00403155457438427	0.0338225901749111
CRAMP1	ENSG00000007545	0.0601783314774302	0.0180589512719992	0.009607442433953	0.0604316331748567	0.0181362750406642	-0.000795272294541374	0.0370548268169631
TEAD3	ENSG00000007866	0.525415338864468	-0.0061020943583539	0.0096089794316036	0.577616816249813	-0.00537927259701601	-0.0243080714326559	0.0135533819159493
FMO3	ENSG00000007933	0.993967186170871	0.000105013013862585	0.0138879442843243	0.947074488347205	0.000926572241686521	-0.0264265596298354	0.02827831767104
MYLIP	ENSG00000007944	0.152557822324747	-0.0137460359576261	0.00960820100470339	0.168520760082112	-0.0133008551180063	-0.0322240153262934	0.00563183727484295
E2F2	ENSG00000007968	0.249088498688626	0.0110750229062739	0.00960849074334751	0.267246675948652	0.0107166533086307	-0.00821628789525348	0.0296419138442108
PSMB1	ENSG00000008018	0.0356169465400917	-0.0201894390121028	0.00960697719176804	0.0288896815449316	-0.0211034795683271	-0.040017883777729	-0.00217395681891666
JARID2	ENSG00000008083	0.440406463305676	0.00741373015468396	0.00960905615174244	0.525640802366524	0.00613055996247273	-0.0128013169191719	0.0250580431177865
CDKL5	ENSG00000008086	0.613894269660704	0.00484817989855364	0.00960916153838368	0.553466160240268	0.00572417213619686	-0.0132085335022553	0.0246527749009201
CAMK1G	ENSG00000008118	0.659049955033295	0.00424009398963854	0.00960954996970802	0.550494273143347	0.00576684469275442	-0.013164983749345	0.0246945400626489
CDK11A	ENSG00000008128	0.344481475626402	0.0090843350548315	0.00960909437336924	0.40237740852362	0.00808891865382915	-0.0108440162129277	0.0270160558738099
NADK	ENSG00000008130	0.314565285488762	-0.00966369183345177	0.00960857694895967	0.310615008697012	-0.00979427067455373	-0.0287202197123413	0.00913869808898425
TFAP2B	ENSG00000008196	0.778223364103392	0.0233259735678689	0.0826604044052684	0.713376192147859	0.0313178373472928	-0.135288365443539	0.196201706576326
TFAP2D	ENSG00000008197	0.402691985873278	0.0202213784145001	0.0241584203488554	0.495348933045882	0.0165282911955196	-0.0309824182673815	0.0639644797890683
DLEC1	ENSG00000008226	0.995661463053501	-0.0000522694864979381	0.00961241964790521	0.781878565326424	0.00267455433456797	-0.0162575431132793	0.0216047347122393
CYTH3	ENSG00000008256	0.93194216825753	0.000820705770530515	0.00960973861442173	0.830141683152493	0.00207224237197283	-0.0168596933211694	0.0210026927165651
ADAM22	ENSG00000008277	0.719005174865889	0.00345834548438407	0.00961190450097082	0.534153024582989	0.00600531415853312	-0.0129274298225252	0.0249337537679052
SYPL1	ENSG00000008282	0.850683747900627	0.00180890763655308	0.00960903885051908	0.863709055145994	0.00165816881361077	-0.0172736477119505	0.0205887967897633
CYB561	ENSG00000008283	0.431194875204784	-0.00756657965163488	0.00961228113296286	0.621210614985227	-0.00477328031794068	-0.0237024127506948	0.014159273458787
SPAG9	ENSG00000008294	0.431292405407252	-0.00756590517730543	0.00961345924557478	0.651659716986277	-0.00436102423127658	-0.0232903756679713	0.0145714530683772
CELSR3	ENSG00000008300	0.592041420403454	-0.00514951487433987	0.00960916493253757	0.540797938569253	-0.00590802100273735	-0.02483651741271	0.0130247100479421
AASS	ENSG00000008311	0.971837130446823	0.000339315493797266	0.00961095391793394	0.80370492015045	0.002401019135872	-0.0165310065545072	0.0213313238185656
PLEKHG6	ENSG00000008323	0.650926919465154	0.00434827698073832	0.0096097154745522	0.535004357362378	0.00599253571052891	-0.0129393233787523	0.024920099987241
SS18L2	ENSG00000008324	0.792038238402443	-0.00253410362947705	0.00961084153686184	0.637682606668999	-0.00454923223726883	-0.0234784844894986	0.0143832807748077
MPND	ENSG00000008382	0.00257247591638753	0.0289669004246645	0.00960634293284045	0.00149851270834606	0.0306627576672928	0.0117382972894923	0.049565260057747
MGST1	ENSG00000008394	0.905476025144962	0.00114118523075924	0.00961001937930162	0.78659018899386	0.00261533249160465	-0.0163167496605897	0.0215455400221377
